No.,Subject,Review
1439,WOX7001,Great and challenging course to learn data structures and algorithms.
1440,WOX7001,This was a fantastic course. I was hoping for a simple review but I learned some new material too. I really excited for part 2.
1441,WOX7001,Very helpful! Pretty challenging assignments and well organized lectures. Looking forward to the second part!
1442,WOX7001,Pretty good course for the first time java programmer. It covers most of the basic algorithms required to understand by a computer scientist. Really like the idea of place introduction of iterator and comparator within this class. It really boost my understanding of JAVA programming language. Would like to recommend this course to all my classmate. It helps!
1443,WOX7001,"Very challenge though, also help me learn a lot through the five projects. High recommend."
1444,WOX7001,"while(1==1)S.o.p(""Awesome"");this course is a must do.Thanks Sirs, Thanks Coursera."
1445,WOX7001,one of the greatest things I have go through..........
1446,WOX7001,"Great course. Reminded me why I enjoy programming. Lots of updated material, and better instruction than in person, at university, a long time ago :-)"
1447,WOX7001,"My skills in Java were not at the level they needed to be to do the course, but I learned a lot. Thanks!"
1448,WOX7001,Great course
1449,WOX7001,Great course thanks!
1450,WOX7001,"An excellent course. I have learnt a huge amount about algorithms. Really, really good!!"
1451,WOX7001,"Very detailed and good explanations. Priceless when the teacher can explain why red-black trees are called red-black, because they invented it. :)"
1452,WOX7001,Very good content
1453,WOX7001,Very informative and helpful!!
1454,WOX7001,"I have had a great experience during the course. Thank you very much, I have learned a lot of useful things."
1455,WOX7001,Very effective
1456,WOX7001,Excellent course for beginners and experienced programmers
1457,WOX7001,Strongly recommended!This course clearly introduces the basic algorithms and data structures to the students. The professor not only explains the concept of the algorithms but also shows us the applications of them. The homework of this course is substantial and deep. It is really worthwhile to spend time on the homework.
1458,WOX7001,Great!
1459,WOX7001,"Thanks a lot for this course. Very interesting. Practical tasks very useful, somewhat challenging."
1460,WOX7001,Very interesting and clear. Great value.
1461,WOX7001,One of the best courses on Coursera. Elegantly explained concepts and detailed material makes this course a must-do for every Computer Science enthusiast.
1462,WOX7001,This is the best algorithms course i have ever seen before. The homework assignments are fantastic.
1463,WOX7001,Very good course!
1464,WQD7001,I can learn why we should code like that and the method to solve the problem
1465,WQD7001,"Great course, assignments and job interview questions are the best part of it"
1466,WQD7001,"Great course, benefit a lot ! And I will absolutely continue learning algorithms, Part II."
1467,WQD7001,Its pretty good!
1468,WQD7001,"I really enjoyed this course. The material and videos were carefully made and very informative. The assignments were made that you can properly use the content learned from the lessons. The mentor/instructors are very knowledgeable. It goes without saying the instructors are reference in the Algorithms field.It is worth saying the assignments may require you to research extra resources, e.g. Algorithms 4th book."
1469,WQD7001,"I have never studied such a good algorithms class starting from very basics. The best thing which I like most was Java implementations of every piece of algorithms of basic data structures. All videos lectures have detailed explanation of topics. Just a suggestion that - time and space complexity explanations could have been in more detailed so as to understand easily by a novice. Although, the programming quiz questions were difficult, they require every chunk of knowledge you have just studied. Also, adding interview questions related to chapter with hints after your trial and MCQs after every small lectures were charm to the course. I am sincerely looking forward to enroll in other courdses as well. Thank you so much Coursera team, Robert and Kevin."
1470,WQD7001,Excellent lectures and hard enough programming assignments. Highly recommended.
1471,WQD7001,"Probably one of the best courses on this whole website. The prof and accompanying textbook and website are clear and fairly concise. The assignments are challenging but fair and the autograder works really well so you get instant feedback.Probably the only con is having to setup up Java on your computer which can be a pain,"
1472,WQD7001,"Typical question of novice of programming: What language should I learn first?Typical answer is incorrect, sadly.Correct answer is: It doesn't matter. Algorithms and patterns matters. I'm not sure about patterns, but Donald Knuth and Robert Sedgewick are best at algorithms. And here you have unique possibility to learn from the best. Rush for it! And be prepared, it won't be easy.And many thanks to Kevin Wayne for his fundamental job. Probably he is the one who we should thank for this great opportunity to learn it here, on coursera."
1473,WQD7001,Good start course for digging into cs world
1474,WQD7001,Wonderful course !!!! describing efficient basic Algorithms.
1475,WQD7001,Course yang bagus
1476,WQD7001,The course is good refresher as well as advanced to meet enterprise needs.
1477,WQD7001,"great course, easy to understand!"
1478,WQD7001,great introduction course in algorithms
1479,WQD7001,It is very important course but i hope the videos included Arabic subtitle
1480,WQD7001,"Excellent course, concepts are very well explained, with ample amounts of examples. I also really enjoyed how the professor showed real world examples of how the data structures/algorithms are used, so that we aren't learning all this stuff in a vacuum."
1481,WQD7001,Changed my way of thinking. Thank you!
1482,WQD7001,Great course!Cons: too java oriented.
1483,WQD7001,Very Good Content Flow..Thank you.
1484,WQD7001,My programming skills reached new heights. Thank you!
1485,WQD7001,Great course from great professors. Definitly must-have for any software developer.
1486,WQD7001,"Great course. Sedgewick has good educational skills. The course also contains good examples and interesting assignments. I struggled a bit with the first assignments, but then I liked the last 2 better. Looking forward to part 2."
1487,WQD7001,Exceptional Course!But a good knowledge and programming experience in Java is highly recommended.
1488,WQD7001,The course was very good. The content was explained well. The assignments were the best part. Looking forward to completing the second part of the course.
1489,WQD7001,Very good course. Enjoyed it greatly. Wish I had more time to immerse myself in the optional content and practice questions more.
1490,WQD7001,complex concepts explained simply !
1491,WQD7001,Highly useful course and assignments. Professor teaches great techniques to writing a clean and concise code.
1492,WQD7001,This course is incredible.
1493,WQD7001,It would be very helpful to let us see the forums of previous sessions.
1494,WQD7001,great.hope i will continue to learn untill the end.
1495,WQD7001,A gorgeous cource! I've enjoyed while studying.I learned a lot of new.Thanks!
1496,WQD7001,Wonderful couse for computer scientists.
1497,WQD7001,-
1498,WQD7001,"very good course, and the assignments are very challenge"
1499,WQD7001,"I had long expected to have some free time to attend this course,and now I finally did it. It's simply great with practical demo and assignments at the end of each week to test the skills acquired.For sure I am going to attend the second part of the course."
1500,WQD7001,"This course gives a very good overview of algorithms, justifying each new data structure or technique by examining the performance and technical problems that it is trying to solve, and explaining the meaning of the approach. It is a good idea to do a good bit of coding on your own, however, as the Assignments typically expect you to USE the data structures explained in the lectures from a static library rather than hand-coded."
1501,WQD7001,Great course to understand algorithms!
1502,WQD7001,"The course gave me excellent insights and it helped me to improve my java skills.The overall presentation (learning material, videos, assignment) is very professionial and good to understand.It would be nice to allow a look at how other students solved the assignments. Maybe with an anonymized grading. Or some kind of a master solution to see, how the best solution to an assignnment would look like."
1503,WQD7001,This a very interesting and well-organized course!
1504,WQD7001,Very interesting and not so hard. Interview questions are sometimes trickier than practical exercises.
1505,WQD7003,Very helpful and detailed
1506,WQD7003,Great course. Made me complete many missing points in my programming knowledge. I look forward to see the part 2. Thank you.
1507,WQD7003,Amazing experience. Well structured course with a lot of interesting information.
1508,WQD7003,-
1509,WQD7003,It makes the algorithms more simple and interesting.
1510,WQD7003,"This course is very helpful with me. It helps me review a lot of materials about algorithms I've learn from my university. Thanks professors and other members for a great course. If you want to solid your knowledge, don't hesitate to take this course, it's total worth it."
1511,WQD7003,Excellent introduction to thinking formally about how to program effectively
1512,WQD7003,That is a great course
1513,WQD7003,Very interesting course ! It gives a good knowledge about basic data structures and algorithms used in every day programming. Thanks to course authors !
1514,WQD7003,Thank you Very helpfull
1515,WQD7003,there should be more problem statements for preparation
1516,WQD7003,"Amazing course from an inspiring instructor. The course material is excellent. The assignments are demanding, but totally worth the time spent. Thank you for this course!"
1517,WQD7003,Great course to learn or refresh the algorithmic core!
1518,WQD7003,"The best algorithms course. The video lectures are very good. Prof.Sedgewick builds the concepts very well. The code examples/library written by Prof. Wayne and Prof. Sedgewick's code are very compact and the best I have seen. The online website is great supplement to the book. The auto grader is air tight, that forces the student to think and write their code to the specs. My greatest appreciations for Prof. Wayne and Prof. Sedgewick. I wish students have the option to submit their solutions in C++ because in most of the languages the core algorithms/data structures are often written in c/c++ , I understand it is not easy because the course libraries and grader has to written for c++."
1519,WQD7003,I think it is a good course. I have known more about time complexity of algorithms and some applications of different kinds of the algorithms. I have spent more time then I though for this course.
1520,WQD7003,"Brilliant! I started the Algorithms course with not insubstantial software experience. However, I last took data structures over 10 years ago and decided to give myself a 'refresher' since my area of specialization rarely utilizes structures such as BST's or hash tables.The assignments are 'just right' in applying algorithmic concepts and real-world technical rigor. The problems are focused and contained to fit busy schedules, but, at the same time, challenging enough to provide a sense of accomplishment and to see practical applicability."
1521,WQD7003,What a great opportunity to take a course from one of the pioneers of computer science. The lectures are perfectly paced and inspiring.
1522,WQD7003,I really enjoyed this course. It was not easy. But it was fun. Now moving on to Part II. :)
1523,WQD7003,Great course! You really learn to program efficiently. Material very well presented to understand the stuff.
1524,WQD7003,"Very solid course. Well explained and informative content and straightforward algorithm illustrations. It not only explains and analyzes mechanism of algorithms, but also offers a set of very practical Java implementations. The weekly programming assignment is awesome. They are well-designed and closely related to real-world application. This is a extraordinary course and I enthusiastically recommend it."
1525,WQD7003,"Fantastic course, very appreciate for the Professor and all the contributors of this course. I have learnt so much!"
1526,WQD7003,As for non-native English speaker and programmer amateur this course is literally a godsend! Thank you!
1527,WQD7003,"Fun, engaging, and clearly explained"
1528,WQD7003,"I learned a lot about algorithms, the best approaches to solving them, and coding them to use the Big-O notation."
1529,WQD7003,"This course is an excellent introduction to thinking about algorithms and data structures.It is challenging, in that the assignments can feel overwhelming, but the discussion forums are an excellent place to ask for any clarification.The videos are very helpful, consistent, and well-paced, and the instructor is incredibly knowledgeable and articulate."
1530,WQD7003,Excellent course. I would like a similar one but using C++ to learn even more. Congratulations on this great effort you make.
1531,WQD7003,"Great open course. Easy to understand, and I really learned a lot from this course."
1532,WQD7003,"A great introduction to fundamental algorithms. This course is very well thought-out, the instructor always makes his points very clearly an convincingly: more than just algorithms, this course transmits a way of thinking about them. The material is very well polished, you can feel the instructor has been teaching this topic for so many years. In addition to all of this, the programming assignments' topic are generally quite exciting."
1533,WQD7003,This course is pretty good.Algorithms' processing is clear in slide and teacher also explain well.I learned how to design API for data structure.I think it is important.
1534,WQD7003,Very interesting course. The basic algorithms learned here are very useful. For game development and big data analysis.
1535,WQD7003,Excellent Course. Very interesting.
1536,WQD7003,awesome introductory course on algorithm!
1537,WQD7003,"Brilliant course, hope that some materials such as some smart design (back flush in lesson 1,etc.) could be documented. Thank you dear professor"
1538,WQD7003,Very good course. It really helped me to understand what is the algorithm complexity and how to estimate it.
1539,WQD7003,"It was a terrific course, and I learnt a lot. The lectures were very interesting, and the assignments were engrossing."
1540,WQD7003,Challenging and interesting assignments. Recommend for those with basic programming background.
1541,WQD7003,Great instructor. Amazing auto-grader. Interesting content. I want to take more courses like this.
1542,WQD7003,Very good Course.
1543,WQD7003,Extremely well designed course. The assignments touch all the concepts taught in the class. Lot of concepts get clarified when you try to reach 100% on each assignment. Highly recommend this course.
1544,WQD7003,I learned so much from this course. Thank you. I will recommend it to all my friends.
1545,WQD7003,it's really a fantastic course!
1546,WQD7003,This is a great course of algorithms I have ever seen . great!
1547,WQD7003,The course lost a lot without tests. Theory is great. Assignments are pain in the azz - too much is assumed here and there. You must resubmit like a dozen of times to figure out what is wrong.
1548,WQD7003,"Super course! I love all the assignments. and the upload-and-feedback system. The lectures are also very good. I did not use the interview questions.Getting the course done in time and working full time simultaneously is very hard, though, but I don't really have any programming experience with me, so that might make it harder."
1549,WQD7003,The best.
1550,WQD7003,"I really like this course. I think the pace of video is appropriate, clearly explaining the main knowledge of each part but not digging into details too much. for me,I never learned algorithm or java before, but I can mostly grab the lecture content. Another reason I like about the course is the amazing programming assignment part. Each assignment is a little bit challenging but not overwhelming and you can exactly know how well you did through the precisely computing grader system. Thanks for such a wonderful CS course!"
1551,WQD7003,"This is an exceptional course - best I have seen, in fact. I'm excited to take Part 2 (and buy the book). Thanks very much to Robert Sedgewick and Kevin Wayne for putting together such an amazing learning resource and making it freely available."
1552,WQD7003,Good course and assignements(make you think). I liked it.
1553,WQD7003,Awesome course! The best I ever seen.
1554,WQD7003,very useful
1555,WQD7003,The best course on real life algorithms and theirs application.
1556,WQD7003,Great for course.
1557,WQD7003,"Excellent course, clearly explained lectures and interesting programming assignments."
1558,WQD7003,Great course. I'm really glad I took it.
1559,WQD7003,"This course is pretty good, for part 1, the lecturer covered some basic and essential things in algorithms and data structure. Everything is presented in a clear order."
1560,WQD7003,"Great lectures, great programming assignments and grading, overall I really enjoyed this course. I tried to get through it 2 other times and finally had the time & patience to do it and I'm so glad I did. Thank you!"
1561,WQD7003,"The grading system is very helpful for debuggingA little suggestion, personally i would not go to the forum unless i meet problems, but actually i find i may missed some great thinking for ignoring it. It would be better if there is a subscription feature like what's trending on the Forum to reminder learners to participate in the discussion.And i like the every week's interview question, thank you for all your effort!"
1562,WQD7003,"Great course, really enjoyed it - opened my eyes to the performance implications of the code I write!"
1563,WQD7003,Excellent lectures with very structured yet interesting contents. The homeworks are very useful!
1564,WQD7003,"Great, Thanks all"
1565,WQD7003,Great explanations and very good assignments.
1566,WQD7003,Great course!
1567,WQD7003,"Good course for a free one. Thank you for all of your great work. Somehow, the pace is too fast. Covering about 2 sections per week is by far too hard to read the book along with the class. There's no practice exercise to strengthen what you learn. The assignment is very hard and sometime don't directly implement the knowledge you learn in that week. Sometime the video sound is too quiet (but you can read the transcript when it happened.) The book is better in my opinion."
1568,WQD7003,Would be great to have a certificate
1569,WQD7003,There is very informative course. It has understandable explanation of algorithms and data structures.
1570,WQD7003,Great lectures!
1571,WQD7003,This is the best course for learning Algorithms
1572,WQD7003,It is the best algorithms course I have ever taken.
1573,WQD7003,Did this course second time but still felt i learned a lot new. Amazing work in creating the course so educative and structured.
1574,WQD7003,"very nice!It will be better if we can be offered some quiz and feedback,not only coding assignment."
1575,WQD7003,Very useful. This is the best course I've had done in my school
1576,WQD7003,Great course!
1577,WQD7003,Exceptionally good. I am a working professional with 13+ years of development experience and still found this course to be full of high value and knowledge. I really never looked at these algorithms the way it is represented in this course. I am very thankful to Coursera and Princeton University for making this course available to everyone.
1578,WQD7003,"I really liked the videos and the lecture slides. I think the assignments were really good as well, but had the feeling sometimes small but important informations were missing or not placed well enough. I read the description for the 8puzzle half a dozen times, but that this is not actually solving the task in the optimal amount of moves but rather in some arbitrary amount of moves (we just output the optimal moves) somehow escaped my attention."
1579,WQD7003,This course is very systematic about basic algorithms and theoretical knowledge about analysis.
1580,WQD7003,This course is helpful
1581,WQD7003,Outstanding! Would recommend this class to anyone interested in software construction.
1582,WQD7003,This course is simply fantastic. The instructor's code is most elegant code I have ever seen and it was very illuminating to see how these fundamental algorithms are being implemented in such an elegant and efficient way.
1583,WQD7003,"Excellent course. One of the best courses I have taken from coursera. Very well explained, with a lot of implementations in Java."
1584,WQD7003,"I enrolled this course last year and quit at week 3. But I finished it this time and it's the first CS MOOC I finished. It's a really hard but really worthful six-week. It led me into the world of algorithm and helped me improved my English a lot.Thanks to Sedgewick's gorgeous lectures, Wayne's patient answers at Discuss forum and every fellows participate this course."
1585,WQD7003,The best fundamental data structure and algorithms course I have ever experienced.
1586,WQD7003,"Loved it, basic knowledge for any serious programmer"
1587,WQD7003,It was an amazing experience. Many thanks for such a good theoretical information and challenging practice. Every single time I had one question - can I do better. Knowledge obtained from this course is outstanding. Thank you again
1588,WQD7003,amazing class! the best class that I have ever seen!
1589,WQD7003,"I find Prof. Sedgewicks' moderately paced lectures very concise and easy to follow. His animated demo of each algorithm clearly demonstrates how the algorithm works. I find the problem sets challenging and fun, and finally finding an optimized solution as very rewarding, especially when I get the bonus scores. While this course uses Java as the programming language, I find the concepts quite easy to apply in other programming languages such as C. Thank you very much course staff for offering this excellent course for free here at Coursera!"
1590,WQD7003,the professor is very kind. strongly recommend this course.
1591,WQD7003,Good course!
1592,WQD7003,"Challenging, but a greater refresher on some core Computer Science topics."
1593,WQD7003,"It makes me learn so much,thank you so much."
1594,WQD7003,"Great course. As for me it is ideal. I dont have a CS degree, but works as java developer. The course shows me the beauty of algorithms!"
1595,WQD7004,"I've been through several courses over the past year, some really good, some pretty poor, both here and on Edx, but this one has really no match to find. I would recommend this to anyone, and especially to those planning on creating a MOOC, as this one is really a state of the art :)"
1596,WQD7004,Strongly Recommend For Algorithm Study！
1597,WQD7004,Great!
1598,WQD7004,Homeworks are super fun and challenging!The lectures are super clear!!!!!!!!!!!!!!!!!!!!!!!!!
1599,WQD7004,Simply Awesome.
1600,WQD7004,"The material and the teaching method are absolutely amazing. Not just a course for algorithms, but a course on ""how to teach a course right"" .. very thankful to the instructors and facilitators."
1601,WQD7004,Great course from Professor Robert Sedgewick. Strongly recommend.
1602,WQD7004,"One of the best courses I have taken Coursera, edX or any MOOC provider. I will definately follow the algorithm path (Alg I, Alg II, Analysis of Algorithms)"
1603,WQD7004,The course is a quality course for anyone wanting to learn algorithms(especially in Java).
1604,WQD7004,very useful course
1605,WQD7004,Great.
1606,WQD7004,I'm taking this for the second time to strengthen my knowledge. The course is one of the best I've taking online in the past few years. This is one of the courses I would pay money for because it is very valuable to me.
1607,WQD7004,Good course course with good instruction from professors
1608,WQD7004,it‘s a nice course
1609,WQD7004,"In one word, It's awesome course"
1610,WQD7004,Excellent beginning for some one who wants to understands algorithms.
1611,WQD7004,"Thank you for creating this course. It simply, step by step explains concepts in algorithms."
1612,WQD7004,"Interesting material, but its presentation is haphazard and incomprehensible. In typical Latin American style, the presenter wanders erratically through the material in the videos in a confusing and non-linear way, so that making coherent notes is impossible. The relationship between the video, quiz and supplemental reading is sometimes hard to determine. The workload is also vastly different from week to week, including one reading of over 200 pages, indeed a whole book - whilst other lectures demanded only a few pages' worth. Sadly this course was one I abandoned - I lost patience with its random and frustrating structure and the limiting and perplexing nature of the quizzes. I should point out I am bilingual so this was by no means a language issue. If you have the patience for this, or are used to this style of learning, go ahead. I've had to stop, sadly."
1613,WQD7004,Ha sido un curso muy interesante y útil. Lo recomiendo para saber como América Larina funciona en estos momentos. Los documentos adjuntos son extremadamente necesarios para disfrutar del curso!It was so interesting and useful. I recomend it to know about how Latin America is working at this moment. The attached files are extremly needed to enjoy the course!
1614,WQD7004,This course should retrieved from Coursera. It is plenty of mistakes. One of the quiz is repeated. Questions do not have relation with lectures.
1615,WQD7004,"videos can be more interactive with more information on the slides. feel that slides downloaded is not worth the time. I seem to see the professor on screen more then important information we need to take note of. Some modules need to go indepth explanation but does not, especially on"
1616,WQD7004,Great course with very practical real-life examples. Highly recomended
1617,WQD7004,"A good introduction, though I would have appreciated more readings or suggestions on where to look into the topics in more depth (particularly the Financial Services Metrics). It was disorienting to not use actual data sets in the final peer assessment."
1618,WQD7004,Provides a good overview of metrics and how to think about them. A good starting point
1619,WQD7004,"Excellent course, structure and tuition - can't wait to get started on the next one!"
1620,WQD7004,Good content on different data roles and skills required in the marketplace. Also good overview of different kinds of metrics. Final assignment makes sense and is helpful to apply the skills.
1621,WQD7004,good stuff! informative and not exceedingly challenging
1622,WQD7004,Very good concepts to introduce you to the world of business analysis
1623,WQD7004,"Excellent, foundational course that introduces all the important concepts to be further studied in the following courses. Go Duke!"
1624,WQD7004,it's better to explain more about financial glossaries in the video.
1625,WQD7004,Very Educative and the knowledge is key to running a business.
1626,WQD7004,"Industry relevant information was presented well, with examples and the pace of the sessions was good as well."
1627,WQD7004,Very helpful to know what meaning of metric for different analysis
1628,WQD7004,It was good learning experience and thus I will go for the next course.
1629,WQD7004,Very good overview of business metrics!
1630,WQD7004,Very good class! And very useful for me! Thank you very much！
1631,WQD7004,I thought this was a great prerequisite! Very valuable to know as an effective data analyst.
1632,WQD7004,very useful!
1633,WQD7004,"Very good class for those who already have a bit of business analytics knowledge, good buildup to class: starts of slowly with terminology and builds to more technical analyses. Great overall!"
1634,WQD7004,"Excellent Course. I learned a lot about Business Metrics - Revenue, Profitability and Risk and enhanced my skills and thinking in this space working through examples. I really enjoyed different perspectives of many participants from all over the world. It was a true learning experience. I heartily enjoyed and highly recommend anyone interested in learning about business metrics."
1635,WQD7004,Amazing course! It help us to understand career path related to data in different industries
1636,WQD7004,"Thanks professor for explicit, far-reaching and inspiring explanations on big data culture, now I am more clear about my career goal and have decided which data analysis tools to learn!"
1637,WQD7005,Course is good for getting started with Data Analytics!
1638,WQD7005,Like this course! Help me understand many different metrics.
1639,WQD7005,It was really an honor to have this course under your guidance. Thanks a lot for guidance and assistance.
1640,WQD7005,Peer Reviewers seem too keen to take marks off or dont bother reading the assignment
1641,WQD7005,"It was new and good expirience for me. However, I expect to see more alculations and practical tasks. To calculate smthn, to make some conclusion from it. To analize results."
1642,WQD7005,"Good overview of business metrics supported by great examples. If you are looking to get a better understanding and want to be able to classify your own daily activities in the business frame, this course is an excellent introduction."
1643,WQD7005,Very well structured course.
1644,WQD7005,"Amazing Course , Covered everything that an Entry level financial analyst is looking for"
1645,WQD7005,Good course however the test have difficult questions since are open to different points of views or judgements so it is hard to get the right answer.
1646,WQD7005,very good course. best explanation on financial models i have ever seen!!!! learn about sharpe ratio etc in the most visual and simplest explanation you will ever seen in the whole internet and youtube.
1647,WQD7005,i really enjoyed the course and learn a lot of things about business analysis and how to distinguish between different metrics and which of them can we use for immediate changing in business processes
1648,WQD7005,Awesome Class! Having fun with DATA!
1649,WQD7005,Why were we talking about money managers and hedge funds? What does that have to do with data analytics for business? I never saw the connection and they never explained it.
1650,WQD7005,"This was a good introductory course, with some very informative video and instruction. I only give it 3 stars because I felt it really lacked interactivity. Although quizzes were required throughout, I felt too much of the class was simply sitting back and watching lectures."
1651,WQD7005,good to understand a broad concept of business metrics
1652,WQD7005,Great intro course!
1653,WQD7005,"It's the first course from the specification, which makes us better understand the necessary business metrics for data-driven companies, and it is a good entry for following modules. Help me a lot."
1654,WQD7005,Good basic intro to business metrics
1655,WQD7005,"I love Dr. Egger's way of teaching, however the videos could use some updates. There are errors that were pointed out 5 years ago on the message board, but they have still not been corrected."
1656,WQD7005,"The scope of the course is very broad, but very insightful."
1657,WQD7005,"I had a wonderful experience of learning what I am interested in on this interactive, user-friendly online platform Coursera and received my first certificate. Great course hold by Duke University, which allowed me to systematically understand the business analytics, data analysis and some innovative ways of marketing. The course goes deep into details in this field, while truly require no additional knowledge before enrolling based, I could proudly tell you based on my first-hand experience. I spent several hours every week during this month to study the course, and really this was a good memory. ^_^"
1658,WQD7005,Great course that helped me understand business metrics in a more systematic way. The peer reviews were great as well.
1659,WQD7005,Amazing course! I learned a lot!! Thank you!!
1660,WQD7005,"Course was great. Not sure I agree with all the peer grading I received, but the instruction was excellent."
1661,WQD7005,Interesting course but I would have appreciated some exercises with more data to analyse (maybe more practical case). I don't understand the correlation with Aribnb ...
1662,WQD7005,Content was a bit shallower than expected.
1663,WQD7005,I think this is a great course. The lectures are enjoyable and you are guaranteed to take something away. I very much liked Professor's Egger's way of delivering the video lectures. Not even one can be called boring. I hope the specialization builds on to the fabulous start.
1664,WQD7005,"easy to understand. One suggestion is that it is too simple for students who have business background, add more knowledge and more supporting materials for self-studying will be better! Thanks a lot for this course!"
1665,WQD7005,good course
1666,WQD7005,Excellent course to introduce the concepts of business analytics.
1667,WQD7005,"Very thoroughly taught, with many business processes introduced and explained. I have a much better idea of how businesses can use data analytics to improve their sales, profitability, and operations. The quizzes are doable, but not a breeze, and requires review of the course material for a complete understanding and a good grade. I would recommend this course to anyone who wants to learn how data analytics actually function in real world scenarios."
1668,WQD7005,I enjoyed this class very much!
1669,WQD7005,The course has been very beneficial to me in that it has given me a deeper insight into data analysis and how it is harnessed by companies.
1670,WQD7005,A very good introduction that moves at the right pace
1671,WQD7005,Good to get an understanding of a Business Analyst / Business Data Analyst / Data Scientist job.Financial concepts brought seem a bit out of place in the context of this specific course though.
1672,WQD7005,informative videos. useful final project
1673,WQD7005,I enjoyed this course so much that I am trying to save the transcript so I can read it when I can.I love Dr. Egger's explanation as always and enthusiasm as well in teaching this course. I would like to complete the coursework if I can.Please keep up the good work! I am not a student of Duke University but I felt being one because of this opportunity to study under Dr. Egger's wing. Thank you again.
1674,WQD7005,Great first course
1675,WQD7005,Very intresting course and very usefull!!!
1676,WQD7005,"Great Course to understand the key principles in business analysis, especially traditional and dynamic business metrics"
1677,WQD7005,"Overall I feel the course provided sufficient material to understand the concepts and terminology. For some of the data analysis terms, I feel that practice problems and step by step guides should be provided."
1678,WQD7005,Great course for beginners in Business Metrics
1679,WQD7005,"This course is not about Excel or MYSQL. This is only about Probability distribution, binary classification etc. So, if you're interested in learning some Math, this is a great course for you. But certainly not for learning some basic Excel and MYSQL. I am very disappointed and have lost all my money for nothing. I did not learn what I had initially thought I will. I feel cheated, I have lost both time and money at the same time."
1680,WQD7005,An easy entry point into logical decision-making.
1681,WQD7005,Very good introduction. Well paced and thoughtfully constructed course.
1682,WQD7005,Very informative and a good start to continue on to the next courses
1683,WQD7005,"Great overview of how to use data analytics to make your company competitive, profitable, and the skills required by various business roles."
1684,WQD7006,Easy and pointless.
1685,WQD7006,"Great start to the certificate. Sometimes the industry-based case studies seemed jarring--could use a slightly better T-up. Otherwise, I really enjoyed it!"
1686,WQD7006,"Excellent course, full with analytical examples, and a thorough approach on the subject with explanation of a lot of economical terms."
1687,WQD7006,The course is good way to start the Data Analytics. Everyone before venturing into Data Analytics with lot off doubts should attend this course and it will clear the doubts.The teaching team should provide some downloadable slides of the text shown during the presentations. Coursera can recommend for slides similar to slides in Entrepreneurship Course provided by Wharton Online.
1688,WQD7006,It helps to identify clearly the metrics you need for each situation
1689,WQD7006,The course is insightful as it offers real world analysis and inform web companies' techniques.
1690,WQD7006,Awesome course!
1691,WQD7006,Good intro
1692,WQD7006,learned a lot! thanx
1693,WQD7006,"Eye opener, great presentation by Professor Egger. The particular point of using dynamic metrics to influence performance is very useful for business"
1694,WQD7006,"The course really gives you a great introduction to business metrics. It builds on a foundation of examples an then shows us how to apply. The greatest takeaway is being able to differentiate the various types of metrics used today such as revenue metrics, profitability metrics and risk metrics."
1695,WQD7006,"I've recommended this course to all my friends.Very well structured,succinct,and effective teaching style."
1696,WQD7006,Great course! Everyone should try.
1697,WQD7006,It is very useful to find and analyze the right business metric for special businesses in order to improve business processes which can lead to increase in revenue and profitability and avoiding risks. This course was very helpful for that purpose.
1698,WQD7006,I find this course very useful and helpful. Its is a core to data analysis using Excel and I learned a lot.
1699,WQD7006,Very interesting. Especially the content on Business Metrics
1700,WQD7006,very useful course as first step of specialization - interesting videos and study case
1701,WQD7006,Great introduction to Business Metrics!
1702,WQD7006,"Interesting enough, good start to the specialization but not the most content for a standalone course."
1703,WQD7006,Good course for a stranger in finance and business. Very well organized
1704,WQD7006,A very helpful introduction to business analytics.
1705,WQD7006,this course is very useful
1706,WQD7006,"Very informative and must do the quizes and muster them to memorize most of the material. This will organize all the information that you use to have about the subject, and will also make you speak intelligently about all facets of the business analytics.Great class and looking forward to the excel analysis one!"
1707,WQD7006,It Really useful and has a lot of knowledge for beginner who want to pursuit a job related to data
1708,WQD7006,Great course for beginners in Data Science.
1709,WQD7006,very good and informative
1710,WQD7006,"Very easy to follow, but the pacing is a bit uneven. Overall a good introduction !"
1711,WQD7006,"Good professors but you will not learn a lot, since it is more or less an introduction for the other courses of the specialization. Good if is not used as standalone."
1712,WQD7006,"Quizzes don't match what's been taught in the video lectures. Very poorly-designed questions, where there is more than one correct answer."
1713,WQD7006,"This was a fantastic course, and I am continuing to complete the certificate program."
1714,WQD7006,General Introduction but it is a very interesting topic!
1715,WQD7007,It is just awesome!
1716,WQD7007,"Good overall. Some of the material was very basic, but it does give a good foundation to build on. I recommend it."
1717,WQD7007,Simple basics but needed for later work.Good introduction to Big Data world.
1718,WQD7007,Very Helpful in terms of understanding Data Driven Businesses.
1719,WQD7007,"I think you should have the basic English skill to join this course.From this course,you can learn how to distinguish different business metrics."
1720,WQD7007,Great entry level course into business metrics.
1721,WQD7007,Very good course - I learned a lot and found the material to be well-structured and clearly presented.
1722,WQD7007,The course is really nice and informative.
1723,WQD7007,learn a lot!
1724,WQD7007,Worked for me ... If you're into this sort of thing...
1725,WQD7007,Teachers are excellent!
1726,WQD7007,"Extremely informative course. I found the lectures easy to follow and well organized. I did not pay for the course so I have no feedback from quizzes and thus have no way of being sure I really understand the material as well as I think I do. Other than that, two thumbs up"
