No.,Subject,Sentiment,Sentiment_Score,preprocessed_text
1622,WQD7005,positive,5,course organize sa require course host lab not_in lecture hall
1623,WQD7005,positive,4,focus meaningful learn rather lot homework difficult complete
1625,WQD7005,positive,5,not_comments overall course good
1627,WQD7005,positive,4,please record every session session online session via teamsgoogle meetzoom
1628,WQD7005,positive,4,many different software downloads setup require surface level exploration software reason use software
1629,WQD7006,negative,1,final test not_very fair assessment test thing not_learn class could due test prepared lecturer another module
1630,WQD7006,positive,4,add machine learning model follow current demand
1631,WQD7006,positive,5,good
1632,WQD7006,positive,5,not_comments overall course good
1633,WQD7006,positive,4,
1635,WQD7006,positive,4,learn lot course hope course cover machine learn algorithmsmore topic
1636,WQD7006,positive,4,suggest lecturer teach detail course instead expect u learn selflearning time not_worth tuition fee
1637,WQD7006,positive,5,good
1638,WQD7006,positive,5,not_comments overall course good
1639,WQD7006,positive,4,
1641,WQD7006,negative,2,lecturer not_upload course schedule spectrum make difficult student plan schedule suggest open teamswhatapps group well communication
1642,WQD7006,negative,1,dont really understand take course dr vimala taught like four class post video lecture even not_informational enough
1643,WQD7006,negative,1,dr vimala seem angry time doesnt seem like question
1644,WQD7006,positive,5,good thank much dr vimala teach well
1645,WQD7006,positive,5,not_comments overall course good
1646,WQD7006,positive,4,
1649,WQD7006,positive,4,not_improvements great pace
1650,WQD7006,positive,4,nil
1651,WQD7006,positive,5,everything good love teacher
1654,WQD7006,positive,4,resource add
1655,WQD7006,positive,4,nil
1657,WQD7006,positive,4,resource
1658,WQD7006,positive,4,nil
1661,WQD7007,positive,4,start practical activity earlier well understanding practicality industry
1662,WQD7007,positive,5,not_comments overall course good
1663,WQD7007,positive,4,structure teaching plan necessary need streamline teach different lecturer
1664,WQD7007,positive,4,evaluation mean dr hoo wai lam dr shivakumara leave mid semester
1665,WQD7007,positive,5,hope teach content align course structure go hand lab
1666,WQD7007,negative,1,course change teacher midway assessment criterion teacher not_the caused difficulty study certain extent however new teacher
1668,WQD7007,positive,5,not_comments overall course good
1669,WQD7007,positive,4,evaluation mean dr hoo wai lam dr shivakumara leave mid semester
1670,WQD7007,positive,5,hope really focus course content lab
1671,WQD7007,positive,4,lecturer deeper understand content slide felt lecturer dr shiva completely new field not_have good understanding course content
1673,WQD7007,positive,5,not_comments overall course good
1674,WQD7007,positive,4,evaluation mean dr hoo wai lam dr shivakumara leave mid semester
1675,WQD7007,negative,2,please improve option student unable download certain software really tough get semester worry complete assignment without software
1676,WQD7007,positive,4,structure lab instruction follow would really helpful follow understand well
1677,WQD7007,positive,4,good
1678,WQD7007,positive,4,
1679,WQD7007,positive,4,
1680,WQD7007,negative,2,add practical assignment remove outdated material add example reference currently course doesnt give skill student memorize texts slide without think
1681,WQD7007,neutral,3,difficulty offline exams relatively high hope change online exam
1682,WQD7007,negative,1,well not_to give lab test partner kind unfair partner not_even instal program need exam one person give effort
1683,WQD7007,positive,4,condense slide
1684,WQD7007,positive,4,nil
1685,WQD7007,positive,4,video record especially lab
1686,WQD7007,positive,5,good
1687,WQD7007,positive,4,
1688,WQD7007,positive,4,
1689,WQD7007,positive,4,practice update material 2024 industry standard
1690,WQD7007,positive,4,condense slide
1691,WQD7007,positive,4,nil
1692,WQD7007,positive,4,maximize usage use computer rather lab easy self study
1693,WQD7007,positive,5,good thank much dr hoo teach well
1694,WQD7007,positive,4,
1695,WQD7007,positive,4,
1696,WQD7007,positive,4,condense slide
1697,WQD7007,positive,4,nil
1698,WQD7007,negative,2,transition lecturer mid sem module content not_the earlier lecturer student need adopt aa2 test propose do remotely instead physically
1699,WQD7007,positive,4,semester shot recommend complete software ubuntu share earlier focus practical instead troubleshoot install application inside pc
1700,WQD7008,positive,5,would appreciate soft copy lab material
1701,WQD7008,negative,1,dr liew chee sun always not_create submission link spectrum time time task assigned student may miss due absence not_notice ask
1702,WQD7008,positive,5,preferably outline course show week learn easy u keep track
1703,WQD7008,positive,4,1
1704,WQD7008,positive,4,1
1705,WQD7008,positive,5,professor keep spectrum date professor communicate student
1706,WQD7008,positive,4,enjoy lot lab class lot learn lot online class try reduce screen jump lecture frequency shift screen reduced focus live class
1707,WQD7008,positive,4,please improve user ease function maya spectrum
1708,WQD7008,positive,4,1
1709,WQD7008,negative,1,course clearly structure understandable way suitable individual not_in comp sciencd domain
1710,WQD7008,positive,5,good course give student exposure distribute system keep
1711,WQD7008,positive,4,dr liew 1 best lecturer experience mds able articulate provide good lecture presentation real application present manner student understand
1712,WQD7008,positive,4,good already
1713,WQD7008,positive,5,good aws instance subscription new student good learning curve
1714,WQD7008,positive,4,proforma ready spectrum student understanding expectation coursework ensure lecture note sync taught
1715,WQD7008,positive,4,project question friendly first time user aws terminal code current question quite struggle good basic delivery not_enough info combine everything
1716,WQD7008,positive,5,nothing much add course complete lab practice besides theoretical knowledge share
1717,WQD7008,positive,4,handson training tutorial
1719,WQD7008,positive,5,nice
1720,WQD7008,positive,4,slow pace lab demonstration although record provided otherwise good
1721,WQD7008,positive,4,dr liew share relevant example lecture however linkage within knowledge practical could facilitate student esp nonit background pick knowledge clearer
1723,WQD7008,positive,4,suggest submission link create time avoid miss later stage
1724,WQD7008,negative,2,class really hard useful prof also quite nice hopefully ill pas exam
1725,WQD7008,positive,5,nice
1726,WQD7008,positive,4,sometimes network might break lecture besides use ms team spectrum dr recommend quiz student test understandinghighlight whenever important point
1728,WQD7008,positive,4,suggest improve um system user friendly
1729,WQD7008,positive,5,nice
1730,WQD7008,negative,1,lecture note not_uploaded spectrum student cant preread class
1731,WQD7009,neutral,3,find take lots time follow task overall useful
1732,WQD7009,positive,5,good
1733,WQD7009,positive,4,not_suggestions compliment lecturer good organize everything good
1734,WQD7009,negative,1,many adjunct lecture additional assignment sometimes 1 week 2 lecture 3 hour attend since assignment base adjunct lecture submit
1735,WQD7009,neutral,3,would suggest use late relevant technology software main application course cloudera slow lot hiccup use course
1737,WQD7009,positive,4,weekly tutorial quite burden many software suggestion time maybe focus software relevant industry
1738,WQD7009,negative,2,many class activity quite hard keep class
1739,WQD7009,negative,2,many class activity quite hard keep class
1740,WQD7009,positive,5,good
1741,WQD7009,negative,1,not_too friendly towards introvert need open cam keep spamming chat team repetitive response
1743,WQD7009,negative,1,lecturer try interactive good time felt like he overdemanding attention mean well really need work interactive demanding
1744,WQD7009,positive,5,please make course physical would great physical class use faculty provide computer instead laptop
1745,WQD7009,positive,5,good thank much dr riyaz teach well
1746,WQD7009,neutral,3,would suggest lab cloudera software instal configure accordingly used student
1748,WQD7009,negative,2,many class activity quite hard keep class
1749,WQD7009,positive,4,theory part depth
1750,WQD7009,positive,5,dr riyaz passionate lecturer always try provide relevant uptodate learning material student
1751,WQD7009,positive,4,theory part depth
1752,WQD7009,neutral,3,course interest informative however homework much suggest dr reduce handson homework provide practical skill class directly
1753,WQD7009,positive,5,not_comments overall course good
1754,WQD7009,positive,4,nope
1755,WQD7009,neutral,3,topic study module relevant
1756,WQD7009,positive,5,suggestion maybe provide tool name let student explore go deep
1757,WQD7009,positive,5,teach assessment schedule course clear well organize
1758,WQD7009,negative,2,course fun hectic almost every week new appstools introduce beginner sometimes not_ample time u catch
1759,WQD7009,positive,4,not_comment
1760,WQD7009,positive,4,good
1761,WQD7009,negative,2,less reschedule even guest lecture difficult reschedule everything work life class point set weekly time class stick
1762,WQD7009,positive,5,nice
1763,WQD7009,negative,2,opt weekend class class sometimes reschedule weekday instead industrial talk lack practical good
1764,WQD7009,negative,1,lot module reliant specific use case mainly copy bootcamp question outside box not_properly answer lecturer not_expecting
1765,WQD7009,positive,5,teacher conscientious responsible one best teacher everyone like
1767,WQD7009,neutral,3,like guest lecturer share industry knowledge practical dislike waste time wait student answer question not_important knowledgetopic rush practical session
1768,WQD7009,positive,4,not_suggestion would like highlight course assessment comprehensive fair productive focus practical work course important well do
1769,WQD7009,positive,4,not_suggestion would like commend effort dr riyaz provide best course content throughout time master data science
1770,WQD7009,positive,5,not_comments overall course good
1771,WQD7009,positive,4,nope
1772,WQD7009,negative,2,lecturer always encourage hand module make easy understand learning
1774,WQD7009,positive,4,update prerequisite course suggest prerequisite although content start basic escalates quickly rather less thing introduce get practical
1775,WQD7009,positive,4,dr enthusiastic teaching
1776,WQD7009,positive,5,nice
1777,WQD7009,negative,2,lecturer lack industrial experience focus something irrelevant much go ignore important part towards end class
1778,WQD7009,negative,1,please stop bring many outsider lecture confuses mark requirement subject also since outsider obvious lecturer not_even know
1779,WQD7009,positive,4,considerate student content teach rich interesting
1781,WQD7009,neutral,3,focus practicallab quiz good way test student understand topic control pacesave time practicals dont spend time wait student not_focused
1782,WQD7009,negative,1,tutorial question always not_the assigned class student need redo additional part not_being mention class
1783,WQD7009,positive,5,not_comments overall course good
1784,WQD7009,positive,4,nope
1787,WQD7009,positive,5,enjoy online selflearning gcp guest lecture thank dr
1788,WQD7009,negative,2,please also tell u beforehand thing expect window course isnt friendly apple user simple addition prerequisite plan
1789,WQD7009,neutral,3,maybe record use type software hard find record team
1790,WQD7009,positive,5,nice
1791,WQD7009,negative,1,everything good not_macos friendly every lab use windows laptop instead
1792,WQD7009,positive,4,lecturer must stop abuse position blackmail student constantly lecturer show inexperience education
1795,WQE7001,negative,1,maybe could focus cyber security not_too much network cyber security general broad student learn much
1796,WQE7001,positive,4,
1797,WQE7001,positive,5,overall learn new thing gns lab enhance knowledge practical simulation tool like gns3 pt
1799,WQE7001,positive,4,
1800,WQE7001,negative,2,gns labs reduces one not_included evaluation process
1802,WQE7001,positive,4,
1803,WQE7001,positive,5,overall excellent dr rosli generous share knowledge
1805,WQE7002,positive,4,online discussion interaction
1806,WQE7002,positive,4,
1807,WQE7002,positive,5,good
1809,WQE7002,positive,4,example real live machine learning development
1810,WQE7002,negative,2,frank work adult pursue master degree work dr faizs teach method proven incredibly helpful enhance understanding python library
1812,WQE7002,positive,5,dr faiz genuinely generous share knowledge employ highly practical flexible learn method make significantly easy u understand new technology explore
1814,WQE7007,positive,4,good practical assessment enhance knowledge cisco router advance networking configuration dr ahmads teach style impressive handson really enhance knowledge
1816,WQE7007,positive,4,good practical assessment enhance knowledge cisco router advance networking configuration dr ahmads teach style impressive handson really enhance knowledge
1818,WQE7007,positive,5,good
1820,WQE7007,positive,5,good
1822,WQE7007,positive,5,good
1824,WQE7007,positive,5,good
1826,WQE7011,neutral,3,hop could add mobile app security maybe student could ethical hack project create professional report meet industry standard
1827,WQE7011,positive,5,good
1829,WQE7011,positive,5,good
1831,WQE7011,positive,4,create live testing lab
1832,WQE7011,positive,5,good
1833,WQF7002,negative,2,change group project small assessment make group 2 many ppl group doesnt make project easy especially everyone busy work making challenge
1834,WQF7002,positive,5,course perhaps lack depth overlap bit advanced ai
1835,WQF7002,negative,1,enjoy talk give tapway ceo cv however not_appreciate didnt class robotics ai ethic feel cheat relevant course content
1836,WQF7002,positive,4,think good
1837,WQF7002,positive,4,not_comment lecture really good teaching
1838,WQF7002,positive,4,
1839,WQF7002,positive,4,
1840,WQF7006,negative,1,agree dr mention would require powerful gpu computer fully practice course due limitation not_able implement real practice knowledge
1841,WQF7006,neutral,3,course little pack many u student digest suggest reconsider structure
1842,WQF7006,negative,1,increase hand work unacceptable cv course not_even cod session learn cv talk class point cv not_code
1843,WQF7006,positive,4,could provide applicable gpu ai assignment assessment purpose
1844,WQF7006,neutral,3,not_im satisfy
1845,WQF7006,negative,2,many week course not_explained instead course presentation document upload however content document unclear term logic
1846,WQF7006,positive,4,take various factor evaluation tutorial base attendance take spectrum mid term test overall session quite stringent even postgraduate student
1847,WQF7006,negative,1,lecturer not_provide welcome environment student ask question formulate discussion cram syllabus lot theory not_hands application
1848,WQF7006,negative,1,truly give lecture like lecturer didnt get knowledge computer vision lecturer study 100 lecture class basically useless
1849,WQF7006,neutral,3,not_im satisfy
1850,WQF7006,positive,5,mixed feeling tutorial submission every week read hectic somehow agree current practice small questionsshort timeline big questionlong timeline
1851,WQF7006,positive,5,provide student well computer gpu lab exercise please maybe student subscription pricing plan google colab
1852,WQF7006,positive,5,good thing class do physically concentrate learn well
1853,WQF7006,negative,2,learn space okay use computer whole semester not_need class computer lab
1854,WQF7006,positive,4,could provide applicable gpu ai assignment assessment purpose
1855,WQF7006,neutral,3,not_im satisfy
1856,WQF7007,positive,4,great teacher capable guide learn method
1857,WQF7007,neutral,3,need practicality course course focus much theory little focus application
1858,WQF7007,negative,1,good course bit theoretical not_coding session shame also feel group project tell quite late last minute
1859,WQF7007,neutral,3,not_im satisfy
1860,WQF7007,positive,5,good class activity suggest lab activity implement technique learn session
1861,WQF7007,positive,5,love lecturer treat u food exampresentation really appreciate treat
1862,WQF7007,neutral,3,not_im satisfy
1863,WQF7007,neutral,3,not_im satisfy
1864,WQF7009,positive,4,good balance course theoretical practical assignment relevant technical conceptual practice
1865,WQF7009,positive,5,interest course real world example would nice
1866,WQF7009,positive,5,interesting course good mix theory practical application assignment limit relevant cod challenging student explanation capability thumb
1867,WQF7009,positive,4,
1868,WQF7009,neutral,3,not_im satisfy
1869,WQF7009,neutral,3,not_im satisfy
1870,WQF7009,positive,5,dr loo foster good environment like present paper every week interesting interactive
1871,WQF7009,positive,4,
1872,WQF7009,neutral,3,not_im satisfy
1873,WQF7009,negative,1,hope college wont close weekend even though there not_lecture weekend
1874,WQF7009,positive,4,
1875,WVX8001,positive,4,many student one class consider create multiple class semester
1876,WVX8001,positive,4,nothing
1877,WVX8001,neutral,3,focus practical application strengthen grant write funding skill ie train student write compel research proposal secure fund manage research budget
1878,WVX8001,positive,4,not_comments
1879,WVX8001,positive,4,
1880,WVX8001,positive,4,
1881,WVX8001,positive,4,
1882,WVX8001,positive,4,nothing
1883,WVX8001,positive,4,prof best delivery
1884,WVX8001,negative,2,quiz question improve not_relevant topic knowledge study
1885,WVX8001,positive,4,not_comments
1886,WVX8001,positive,4,
1887,WVX8001,positive,4,
1888,WVX8001,positive,4,
1889,WVX8001,positive,4,not_comments
1890,WVX8001,negative,2,study material presentation slide not_uptodate basically download slide different online lecture
1891,WVX8001,positive,4,syllabus also adapt take course work instead fulltime student
1892,WVX8001,neutral,3,incorporate domainspecific method include section research method specific different area computer science eg machine learn software engineering humancomputer interaction
1893,WVX8001,negative,2,get spectrum due student issue course start nearly two month make miss learning material course teacher guide hand first assignment
